,Num_students,Class,Class_Type,Distance,Venue_Size,Venues,Venue_Type,Venue
773,0,0,2,1,0,2,2,0
774,0,0,1,1,0,1,2,2
775,0,1,1,0,0,1,0,0
776,0,2,1,2,0,0,2,1
777,0,1,1,0,1,1,2,0
778,1,0,2,2,0,2,2,0
779,1,0,1,2,0,2,0,0
780,0,2,2,0,0,1,2,2
781,0,2,2,1,0,2,2,0
782,0,2,2,1,0,2,0,1
783,0,2,2,0,0,1,2,2
784,0,2,2,0,0,0,0,0
785,0,2,2,2,0,0,2,1
786,0,0,2,2,1,0,0,0
787,0,0,2,2,0,0,2,1
788,1,0,2,0,1,0,0,1
789,0,0,1,2,0,0,2,0
790,1,1,2,0,1,0,2,0
791,0,1,2,0,1,0,2,0
792,1,1,1,2,1,0,2,0
793,0,0,1,2,1,0,0,1
794,0,2,2,0,0,0,2,2
795,0,0,2,2,0,0,0,0
796,0,0,2,1,0,1,2,0
797,0,0,0,2,0,1,2,1
798,1,1,2,1,1,0,0,1
799,0,0,2,2,0,1,2,0
800,0,1,2,0,1,2,2,2
801,1,1,1,0,0,0,2,0
802,0,1,2,1,0,1,2,0
803,0,2,2,1,0,2,1,1
804,0,2,2,0,1,2,0,0
805,1,1,2,1,0,0,2,0
806,1,0,2,1,0,1,2,2
807,1,0,2,1,0,2,1,0
808,0,0,0,0,1,2,2,0
809,0,2,2,1,0,2,2,0
810,1,0,1,0,1,0,0,2
811,0,2,0,0,1,2,2,2
812,1,1,2,0,1,0,1,2
813,0,0,0,1,0,1,0,2
814,0,2,0,0,0,2,2,0
815,0,0,2,0,0,0,2,0
816,0,2,2,0,1,0,0,0
817,0,2,1,1,1,0,0,2
818,1,0,1,0,0,0,0,2
819,0,1,2,1,0,2,2,2
820,0,2,0,2,0,0,0,0
821,0,2,2,1,0,2,2,0
822,1,0,2,0,0,0,0,0
823,0,0,2,1,0,0,1,0
824,0,1,1,1,0,0,1,0
825,0,0,1,1,0,2,2,1
826,0,2,2,0,1,1,2,0
827,0,1,1,1,1,0,2,0
828,0,2,2,1,0,1,0,1
829,0,0,2,0,0,0,0,2
830,0,2,0,1,0,1,2,0
831,0,1,1,0,0,1,0,2
832,0,2,1,2,1,2,0,1
833,0,1,1,2,1,2,2,0
834,0,2,2,1,0,0,0,1
835,0,1,1,2,0,2,2,1
836,0,2,2,1,0,2,2,0
837,0,1,1,0,1,0,2,2
838,1,0,1,0,1,0,2,0
839,0,1,1,1,1,0,2,0
840,0,2,2,2,1,0,2,0
841,0,1,2,0,1,0,2,0
842,1,2,0,1,0,2,2,2
843,1,0,2,0,1,0,0,0
844,0,1,1,0,1,0,0,0
845,0,2,2,1,0,2,2,0
846,0,2,2,0,0,1,2,2
847,1,2,0,1,0,2,2,0
848,0,2,2,0,0,0,2,2
849,0,0,1,0,0,0,0,1
850,0,0,2,0,1,0,0,1
851,0,2,2,2,0,0,0,0
852,0,0,1,1,0,0,2,2
853,1,0,1,0,1,2,2,0
854,0,2,1,0,1,0,0,2
855,0,0,1,1,0,0,1,1
856,0,0,2,0,0,0,0,1
857,0,2,2,2,1,0,0,0
858,0,2,2,2,0,1,2,0
859,0,1,1,2,0,2,2,2
860,0,2,1,0,1,2,2,2
861,0,0,2,1,1,0,0,1
862,0,2,2,2,1,0,2,0
863,0,2,2,2,0,2,2,1
864,1,0,1,0,1,0,2,1
865,0,2,2,1,1,0,2,1
866,0,2,2,1,0,2,2,1
867,0,1,2,1,0,0,2,0
868,0,2,2,1,0,1,1,1
869,0,2,2,0,1,0,2,0
870,0,1,1,2,0,2,2,0
871,0,2,2,0,1,0,2,0
872,0,0,2,0,0,0,2,0
873,0,2,0,2,1,0,2,1
874,0,2,0,1,0,2,2,0
875,0,1,2,1,1,0,2,2
876,1,0,2,1,0,1,2,2
877,0,2,2,1,0,2,2,0
878,0,1,1,0,0,0,0,0
879,0,2,1,0,1,0,1,0
880,0,2,1,1,1,1,2,2
881,0,2,2,1,1,1,1,1
882,1,0,2,0,1,0,0,2
883,0,0,1,2,1,1,2,1
884,1,1,1,2,0,2,0,1
885,0,2,2,0,0,0,0,0
886,0,1,2,1,0,0,0,1
887,1,1,1,0,0,0,0,2
888,0,2,2,2,1,0,1,1
889,1,2,1,2,0,0,0,0
890,0,0,1,0,0,0,2,2
891,0,1,2,1,0,1,0,1
892,0,2,2,1,0,1,2,0
893,1,0,2,1,0,2,2,2
894,0,2,1,1,1,1,1,0
895,0,2,2,1,0,2,1,1
896,0,2,2,2,0,0,2,1
897,1,1,2,0,1,0,0,1
898,1,0,2,2,1,2,2,1
899,1,0,2,1,1,0,0,1
900,0,2,2,1,1,1,2,2
901,0,2,0,1,0,0,2,2
902,0,0,2,1,1,2,0,2
903,0,2,2,2,1,0,0,1
904,0,2,0,1,1,0,1,0
905,0,2,2,2,1,1,2,1
906,0,2,2,1,0,1,2,0
907,0,1,1,0,1,0,0,1
908,0,1,1,2,1,2,0,1
909,1,1,2,0,0,0,2,1
910,0,1,2,0,1,0,2,2
911,0,1,2,1,0,2,2,2
912,0,2,2,1,0,2,2,1
913,1,0,2,1,0,1,2,2
914,0,2,2,0,0,0,2,2
915,1,1,1,1,1,1,2,1
916,1,0,2,0,0,1,0,0
917,0,0,0,2,1,1,2,0
918,0,0,2,1,1,0,0,1
919,0,2,2,0,0,2,2,0
920,0,1,2,1,0,1,0,0
921,0,0,2,2,0,1,2,1
922,1,0,2,2,0,2,2,0
923,0,2,2,0,1,2,2,2
924,1,0,2,1,1,2,2,0
925,0,2,1,1,0,1,2,0
926,0,2,0,0,0,2,2,0
927,1,0,2,2,0,1,2,1
928,1,0,2,0,0,1,2,0
929,0,0,2,2,0,1,2,1
930,0,1,1,0,0,0,0,0
931,0,1,2,1,0,2,2,1
932,0,2,2,0,1,0,2,0
933,0,1,1,2,0,2,0,0
934,0,2,2,0,0,0,2,0
935,0,0,2,0,0,0,2,2
936,0,2,0,1,1,2,0,2
937,1,0,2,1,1,2,2,1
938,0,2,1,1,1,1,2,1
939,1,2,1,2,0,2,2,1
940,0,2,2,1,0,1,2,0
941,1,0,2,0,0,0,0,0
942,1,1,2,0,0,0,1,0
943,0,2,1,1,0,1,0,0
944,1,0,1,2,1,0,2,0
945,0,1,2,1,1,1,2,0
946,0,0,2,1,1,0,2,1
947,0,1,2,1,1,2,2,0
948,0,1,1,0,1,2,0,0
949,1,1,2,2,1,1,1,1
950,0,2,2,0,0,2,2,0
951,0,2,2,0,0,0,2,0
952,0,0,1,0,0,2,2,0
953,1,1,2,0,1,0,1,0
954,0,1,2,2,1,0,2,0
955,0,2,2,1,0,2,0,0
956,0,2,2,0,0,0,2,0
957,0,0,2,2,0,0,1,0
958,0,2,1,1,1,1,0,1
959,0,0,2,2,1,1,2,0
960,0,0,2,1,1,0,0,0
961,0,0,2,1,0,1,2,2
962,0,2,2,0,0,0,2,0
963,0,2,0,1,0,2,2,1
964,0,2,1,0,0,0,2,0
965,0,2,2,2,0,1,0,0
966,1,1,1,1,0,1,0,0
967,0,2,2,1,1,1,0,1
968,0,1,2,1,0,2,2,1
969,0,2,0,2,1,2,2,0
970,1,1,2,1,1,0,2,0
971,0,2,2,0,1,0,2,0
972,0,2,0,1,0,2,0,0
973,1,0,1,1,0,0,2,0
974,0,0,1,1,0,2,2,1
975,0,2,2,2,1,0,2,1
976,0,2,2,0,0,0,0,0
977,0,1,1,2,1,2,2,1
978,1,0,2,1,1,1,2,1
979,0,2,2,0,0,0,1,0
980,1,2,0,1,0,1,2,1
981,0,2,0,2,1,0,1,0
982,0,0,1,0,0,0,2,2
983,0,2,1,0,1,0,1,2
984,1,0,2,2,1,1,0,1
985,0,1,1,1,0,1,2,0
986,1,0,2,1,0,2,2,2
987,1,0,2,0,1,0,0,0
988,1,0,2,1,0,2,2,2
989,0,1,2,1,1,0,2,2
990,0,2,2,0,0,0,0,1
991,0,2,2,1,0,2,2,1
992,1,2,1,1,0,2,2,0
993,0,2,2,0,0,0,0,1
994,0,1,1,2,0,1,2,0
995,0,0,2,2,1,1,2,1
996,0,1,1,0,1,0,0,0
997,0,2,2,1,0,2,2,0
998,0,1,1,2,1,2,2,1
999,0,2,2,1,1,1,2,0
